15.000000, 605.000000, 2146.000000
13.000000, 696.669983, 2148.000000
25.000000, 443.329987, 2178.000000
22.000000, 373.329987, 1322.000000
19.000000, 340.000000, 1075.000000
21.000000, 523.330017, 1697.000000
34.000000, 240.000000, 773.000000
8.000000, 290.000000, 358.000000
23.000000, 395.000000, 1614.000000
9.000000, 486.670013, 1092.000000
41.000000, 500.000000, 2891.000000
17.000000, 533.330017, 1330.000000
39.000000, 380.000000, 1660.000000
12.000000, 165.000000, 356.000000
40.000000, 290.000000, 1058.000000
25.000000, 158.330002, 365.000000
52.000000, 398.329987, 1284.000000
11.000000, 316.670013, 642.000000
29.000000, 180.000000, 621.000000
5.000000, 186.669998, 389.000000
56.000000, 320.000000, 1146.000000
19.000000, 443.329987, 1011.000000
46.000000, 323.329987, 1032.000000
6.000000, 300.000000, 668.000000
57.000000, 580.000000, 3357.000000
78.000000, 813.330017, 4765.000000
26.000000, 590.000000, 2389.000000
15.000000, 553.330017, 1617.000000
32.000000, 270.000000, 909.000000
43.000000, 400.000000, 1671.000000
39.000000, 396.670013, 1720.000000
11.000000, 293.329987, 739.000000
25.000000, 360.000000, 1087.000000
28.000000, 673.330017, 1723.000000
57.000000, 666.669983, 2553.000000
20.000000, 900.000000, 2628.000000
21.000000, 963.330017, 1588.000000
24.000000, 230.000000, 764.000000
24.000000, 420.000000, 2082.000000
90.000000, 341.670013, 1623.000000
9.000000, 366.670013, 1113.000000
39.000000, 326.670013, 1161.000000
69.000000, 443.329987, 1562.000000
19.000000, 623.330017, 1663.000000
25.000000, 433.329987, 1500.000000
29.000000, 373.329987, 1682.000000
26.000000, 365.000000, 1441.000000
79.000000, 416.670013, 2557.000000
31.000000, 718.330017, 1948.000000
29.000000, 541.669983, 2312.000000
28.000000, 448.329987, 1599.000000
1.000000, 120.000000, 212.000000
2.000000, 105.000000, 80.000000
1.000000, 80.000000, 80.000000
1.000000, 150.000000, 150.000000
28.000000, 456.670013, 1349.000000
19.000000, 138.330002, 466.000000
57.000000, 211.669998, 817.000000
24.000000, 280.000000, 666.000000
40.000000, 361.670013, 1030.000000
142.000000, 281.670013, 1971.000000
7.000000, 1000.000000, 1453.000000
23.000000, 683.330017, 1873.000000
7.000000, 340.000000, 1284.000000
2.000000, 380.000000, 737.000000
41.000000, 135.000000, 811.000000
26.000000, 86.669998, 231.000000
12.000000, 176.669998, 357.000000
18.000000, 713.330017, 2253.000000
8.000000, 526.669983, 987.000000
75.000000, 346.670013, 1531.000000
70.000000, 591.669983, 3221.000000
31.000000, 476.670013, 1370.000000
23.000000, 303.329987, 1003.000000
20.000000, 370.000000, 921.000000
3.000000, 60.000000, 96.000000
4.000000, 210.000000, 456.000000
39.000000, 335.000000, 883.000000
10.000000, 201.669998, 574.000000
47.000000, 636.669983, 1409.000000
8.000000, 291.670013, 475.000000
10.000000, 405.000000, 621.000000
35.000000, 396.670013, 1168.000000
24.000000, 223.330002, 592.000000
19.000000, 510.000000, 1895.000000
26.000000, 393.329987, 1676.000000
16.000000, 266.670013, 905.000000
11.000000, 213.330002, 657.000000
4.000000, 126.669998, 392.000000
34.000000, 518.330017, 2470.000000
27.000000, 763.330017, 1799.000000
27.000000, 533.330017, 1192.000000
21.000000, 506.670013, 1730.000000
38.000000, 258.329987, 734.000000
35.000000, 671.669983, 2071.000000
20.000000, 358.329987, 599.000000
23.000000, 493.329987, 1404.000000
16.000000, 738.330017, 1805.000000
18.000000, 716.669983, 2274.000000
18.000000, 128.330002, 516.000000
16.000000, 280.000000, 638.000000
19.000000, 323.329987, 657.000000
45.000000, 603.330017, 2225.000000
11.000000, 313.329987, 1141.000000
16.000000, 596.669983, 1108.000000
10.000000, 458.329987, 744.000000
39.000000, 520.000000, 2199.000000
32.000000, 316.670013, 1036.000000
33.000000, 710.000000, 1391.000000
11.000000, 258.329987, 913.000000
92.000000, 793.330017, 1855.000000
40.000000, 673.330017, 2145.000000
44.000000, 456.670013, 1834.000000
15.000000, 610.000000, 1736.000000
10.000000, 258.329987, 432.000000
34.000000, 280.000000, 733.000000
3.000000, 95.000000, 123.000000
